Name,A,B,CDHSi,G,D,CDHSs,CDHS,Cls
55 Cnc e,0.8,0.1,1.7443,0.1,0.8,2.6705,1.7536,non-habitable
61 Vir b,0.8,0.1,1.5143,0.1,0.8,1.7484,1.5166,non-habitable
alf Cen B b,0.8,0.1,1.059,0.1,0.8,1.6659,1.0651,non-habitable
BD+20 594 b,0.8,0.1,1.9741,0.1,0.8,1.0469,1.9648,non-habitable
BD-06 1339 b,0.8,0.1,1.7132,0.1,0.8,1.944,1.7155,non-habitable
CoRoT-7 b,0.8,0.1,1.5797,0.1,0.8,2.5441,1.5893,non-habitable
CoRoT-7 c,0.8,0.1,1.7061,0.1,0.8,1.7375,1.7064,non-habitable
EPIC-206011691 b,0.8,0.1,1.459,0.1,0.7,0.9402,1.4538,non-habitable
EPIC-206011691 c,0.7,0.2,1.6481,0.1,0.8,0.9139,1.6408,non-habitable
EPIC 201295312 b,0.8,0.1,2.121,0.1,0.8,2.0252,2.12,non-habitable
EPIC 201445392 c,0.8,0.1,2.1211,0.1,0.8,1.8069,2.118,non-habitable
EPIC 201637175 b,0.1,0.8,12.3132,0.1,0.7,2.2477,12.2125,non-habitable
EPIC 201713348 b,0.8,0.1,1.2449,0.1,0.8,1.9089,1.2515,non-habitable
EPIC 203826436 b,0.8,0.1,1.475,0.1,0.8,1.6374,1.4766,non-habitable
EPIC 204221263 b,0.8,0.1,1.4269,0.1,0.8,1.8919,1.4315,non-habitable
EPIC 204221263 c,0.8,0.1,2.1295,0.1,0.8,1.5913,2.1241,non-habitable
EPIC 211822797 b,0.8,0.1,1.9799,0.1,0.8,0.841,1.9685,non-habitable
EPIC 211913977 b,0.8,0.1,1.8017,0.1,0.8,1.1026,1.7947,non-habitable
EPIC 211969807 b,0.8,0.1,1.7061,0.1,0.8,1.3229,1.7023,non-habitable
EPIC 211970147 b,0.8,0.1,1.26,0.1,0.8,1.1112,1.2585,non-habitable
EPIC 220674823 b,0.8,0.1,1.3563,0.1,0.8,3.072,1.3735,non-habitable
GJ 15 A b,0.8,0.1,1.5376,0.1,0.8,0.7925,1.5301,non-habitable
GJ 163 c,0.8,0.1,1.6501,0.1,0.1,0.6048,1.6396,psychroplanet
GJ 176 b,0.8,0.1,1.7061,0.1,0.8,0.9263,1.6983,non-habitable
GJ 180 b,0.8,0.1,1.6975,0.1,0.8,0.6513,1.687,mesoplanet
GJ 180 c,0.8,0.1,1.6026,0.1,0.1,0.604,1.5926,mesoplanet
GJ 273 b,0.8,0.1,1.3238,0.1,0.8,0.6173,1.3167,mesoplanet
GJ 273 c,0.8,0.1,1.0679,0.1,0.8,0.8233,1.0655,non-habitable
GJ 422 b,0.8,0.1,1.7703,0.1,0.1,0.6127,1.7587,mesoplanet
GJ 433 b,0.7,0.2,1.4682,0.1,0.8,0.8549,1.4621,non-habitable
GJ 536 b,0.8,0.1,1.539,0.1,0.8,0.9149,1.5328,non-habitable
GJ 581 c,0.8,0.1,1.539,0.1,0.8,0.7102,1.5307,non-habitable
GJ 581 e,0.8,0.1,1.2045,0.1,0.8,0.9565,1.202,non-habitable
GJ 649 c,0.8,0.1,1.7532,0.1,0.8,1.063,1.7463,non-habitable
GJ 667 C b,0.8,0.1,1.5535,0.1,0.8,0.8289,1.5463,non-habitable
GJ 667 C c,0.8,0.1,1.4195,0.1,0.1,0.5935,1.4112,mesoplanet
GJ 667 C d,0.8,0.1,1.5216,0.1,0.1,0.5809,1.5122,non-habitable
GJ 667 C e,0.8,0.1,1.3076,0.1,0.1,0.5729,1.3003,psychroplanet
GJ 667 C f,0.7,0.1,1.2643,0.1,0.1,0.5805,1.2575,psychroplanet
GJ 667 C g,0.8,0.1,1.4824,0.1,0.1,0.5635,1.4732,non-habitable
GJ 676 A d,0.8,0.1,1.4677,0.1,0.8,1.2668,1.4657,non-habitable
GJ 682 b,0.8,0.1,1.4677,0.1,0.8,0.6727,1.4597,non-habitable
GJ 682 c,0.8,0.1,1.7218,0.1,0.1,0.6017,1.7106,psychroplanet
GJ 832 c,0.8,0.1,1.539,0.1,0.8,0.6145,1.5298,mesoplanet
GJ 876 d,0.8,0.1,1.6343,0.1,0.8,1.1753,1.6297,non-habitable
GJ 1132 b,0.8,0.1,1.1248,0.1,0.8,0.9901,1.1235,non-habitable
GJ 1214 b,0.8,0.1,1.9695,0.1,0.8,1.0059,1.9599,non-habitable
GJ 3138 b,0.8,0.1,1.4517,0.1,0.8,0.9643,1.4468,non-habitable
GJ 3138 c,0.8,0.1,1.1805,0.1,0.7,1.2433,1.1811,non-habitable
GJ 3293 d,0.8,0.1,1.6659,0.1,0.1,0.604,1.6553,psychroplanet
GJ 3293 e,0.8,0.1,1.3637,0.1,0.8,0.733,1.3574,non-habitable
GJ 3323 b,0.8,0.1,1.2121,0.1,0.8,0.6016,1.206,mesoplanet
GJ 3323 c,0.8,0.1,1.26,0.1,0.1,0.5544,1.2529,non-habitable
GJ 3341 b,0.8,0.1,1.6098,0.1,0.8,0.7768,1.6015,non-habitable
GJ 3634 b,0.7,0.2,1.6248,0.1,0.8,1.1129,1.6197,non-habitable
GJ 3998 b,0.8,0.1,1.2763,0.1,0.8,1.2072,1.2756,non-habitable
GJ 3998 c,0.8,0.1,1.594,0.1,0.8,0.8297,1.5864,non-habitable
HD 1461 b,0.8,0.1,1.6026,0.1,0.7,1.5462,1.602,non-habitable
HD 1461 c,0.8,0.1,1.5535,0.1,0.8,1.4151,1.5521,non-habitable
HD 3167 b,0.8,0.1,1.459,0.1,0.8,2.3701,1.4681,non-habitable
HD 7924 c,0.8,0.1,1.6817,0.1,0.8,1.158,1.6765,non-habitable
HD 7924 d,0.8,0.1,1.6026,0.1,0.8,1.0207,1.5968,non-habitable
HD 20794 b,0.8,0.1,1.3076,0.1,0.8,1.1928,1.3065,non-habitable
HD 20794 c,0.8,0.1,1.2688,0.1,0.8,0.9758,1.2659,non-habitable
HD 20794 d,0.8,0.1,1.4984,0.1,0.8,0.8243,1.4917,non-habitable
HD 39194 b,0.8,0.1,1.4108,0.1,0.8,1.5043,1.4117,non-habitable
HD 39194 c,0.8,0.1,1.5781,0.1,0.8,1.2189,1.5745,non-habitable
HD 39194 d,0.8,0.1,1.523,0.1,0.8,0.9717,1.5175,non-habitable
HD 40307 b,0.8,0.1,1.4195,0.1,0.8,1.4129,1.4194,non-habitable
HD 40307 c,0.8,0.1,1.6026,0.1,0.8,1.181,1.5984,non-habitable
HD 40307 d,0.8,0.1,1.7218,0.1,0.8,0.9938,1.7145,non-habitable
HD 40307 e,0.8,0.1,1.3873,0.1,0.8,0.8413,1.3818,non-habitable
HD 40307 f,0.8,0.1,1.4034,0.1,0.8,0.7634,1.397,non-habitable
HD 40307 g,0.8,0.1,1.6415,0.1,0.1,0.604,1.6311,psychroplanet
HD 85512 b,0.8,0.1,1.3873,0.1,0.8,0.6714,1.3801,non-habitable
HD 93385 b,0.8,0.1,1.7047,0.1,0.8,1.5154,1.7028,non-habitable
HD 96700 b,0.8,0.1,1.7304,0.1,0.8,1.7201,1.7303,non-habitable
HD 97658 b,0.8,0.1,1.838,0.1,0.8,1.2679,1.8323,non-habitable
HD 106315 b,0.7,0.1,1.6965,0.1,0.8,1.6888,1.6964,non-habitable
HD 134606 b,0.8,0.1,1.7461,0.1,0.8,1.4743,1.7434,non-habitable
HD 136352 b,0.7,0.2,1.4682,0.1,0.8,1.4739,1.4683,non-habitable
HD 136352 d,0.8,0.1,1.7532,0.1,0.8,0.8654,1.7443,non-habitable
HD 154088 b,0.8,0.1,1.5867,0.1,0.8,1.21,1.5829,non-habitable
HD 156668 b,0.8,0.1,1.4503,0.1,0.8,1.4193,1.45,non-habitable
HD 175607 b,0.8,0.1,1.7304,0.1,0.8,1.0098,1.7232,non-habitable
HD 181433 b,0.8,0.1,1.6659,0.1,0.8,1.2448,1.6617,non-habitable
HD 215152 b,0.8,0.1,1.3164,0.1,0.8,1.253,1.3158,non-habitable
HD 215152 c,0.8,0.1,1.3475,0.1,0.8,1.1363,1.3454,non-habitable
HD 215497 b,0.7,0.2,1.5336,0.1,0.8,1.6735,1.535,non-habitable
HD 219134 b,0.8,0.1,1.4444,0.1,0.8,1.5672,1.4456,non-habitable
HD 219134 c,0.8,0.1,1.3873,0.1,0.8,1.2835,1.3863,non-habitable
HD 219134 e,0.8,0.1,1.4108,0.1,0.1,0.5572,1.4023,non-habitable
HIP 68468 b,0.8,0.1,1.3873,0.1,0.8,2.3042,1.3965,non-habitable
HIP 116454 b,0.8,0.1,2.0362,0.1,0.8,1.173,2.0276,non-habitable
K2-3 b,0.8,0.1,1.9319,0.1,0.8,0.9832,1.9224,non-habitable
K2-3 c,0.8,0.1,1.6659,0.1,0.8,0.769,1.6569,non-habitable
K2-3 d,0.1,0.8,2.5796,0.1,0.8,0.6972,2.5608,non-habitable
K2-4 b,0.8,0.1,2.0877,0.1,0.8,1.0829,2.0777,non-habitable
K2-5 b,0.8,0.1,1.7132,0.1,0.8,1.1173,1.7072,non-habitable
K2-5 c,0.7,0.2,1.9139,0.1,0.8,0.9847,1.9046,non-habitable
K2-6 b,0.8,0.1,2.1974,0.1,0.8,1.1964,2.1874,non-habitable
K2-8 c,0.8,0.1,2.1211,0.1,0.8,1.5098,2.115,non-habitable
K2-9 b,0.7,0.2,1.9054,0.1,0.8,0.6889,1.8932,thermoplanet
K2-10 b,0.8,0.1,2.7264,0.1,0.8,1.2789,2.7119,non-habitable
K2-12 b,0.8,0.1,2.0542,0.1,0.8,1.6489,2.0501,non-habitable
K2-13 b,0.8,0.1,1.6975,0.1,0.8,0.9901,1.6904,non-habitable
K2-15 b,0.8,0.1,2.1808,0.1,0.8,1.2522,2.1715,non-habitable
K2-16 b,0.8,0.1,1.8017,0.1,0.7,1.1523,1.7952,non-habitable
K2-17 b,0.8,0.1,1.9728,0.1,0.8,0.9682,1.9628,non-habitable
K2-18 b,0.8,0.1,1.9799,0.1,0.8,0.6435,1.9665,mesoplanet
K2-19 d,0.7,0.1,1.0858,0.1,0.8,1.8311,1.0933,non-habitable
K2-21 b,0.8,0.1,1.459,0.1,0.8,1.0033,1.4544,non-habitable
K2-21 c,0.8,0.1,1.7218,0.1,0.8,0.9144,1.7137,non-habitable
K2-22 b,0.1,0.8,15.9745,0.1,0.8,2.6559,15.8413,non-habitable
K2-28 b,0.8,0.1,2.0458,0.1,0.8,1.0894,2.0362,non-habitable
K2-33 b,0.1,0.8,6.9326,0.1,0.8,1.6722,6.88,non-habitable
K2-35 b,0.8,0.1,1.3076,0.1,0.8,1.6108,1.3106,non-habitable
K2-35 c,0.8,0.1,1.8584,0.1,0.8,1.3812,1.8536,non-habitable
K2-36 b,0.8,0.1,1.2449,0.1,0.8,1.9082,1.2515,non-habitable
K2-37 b,0.8,0.1,1.475,0.1,0.7,1.4423,1.4747,non-habitable
K2-38 b,0.1,0.8,2.6627,0.1,0.8,2.0126,2.6562,non-habitable
K2-38 c,0.8,0.1,1.9569,0.1,0.8,1.5149,1.9525,non-habitable
K2-42 b,0.7,0.2,1.8252,0.1,0.8,1.2704,1.8197,non-habitable
K2-46 b,0.8,0.1,1.8258,0.1,0.8,1.5229,1.8228,non-habitable
K2-47 b,0.8,0.1,1.6975,0.1,0.8,0.9569,1.6901,non-habitable
K2-48 b,0.8,0.1,1.9799,0.1,0.8,1.0538,1.9706,non-habitable
K2-49 b,0.8,0.1,1.729,0.1,0.8,1.3134,1.7248,non-habitable
K2-50 b,0.8,0.1,1.459,0.1,0.8,1.0352,1.4548,non-habitable
K2-53 b,0.8,0.1,2.1974,0.1,0.8,1.3547,2.189,non-habitable
K2-54 b,0.8,0.1,1.1078,0.1,0.8,0.7948,1.1047,non-habitable
K2-57 b,0.8,0.1,1.8669,0.1,0.8,1.1309,1.8595,non-habitable
K2-58 c,0.7,0.2,1.4235,0.1,0.8,1.9036,1.4283,non-habitable
K2-58 d,0.8,0.1,1.5549,0.1,0.8,1.0981,1.5503,non-habitable
K2-59 b,0.8,0.1,2.1211,0.1,0.8,1.0918,2.1108,non-habitable
K2-59 c,0.8,0.1,2.0303,0.1,0.7,1.1508,2.0215,non-habitable
K2-61 b,0.7,0.2,2.0999,0.1,0.8,2.6223,2.1051,non-habitable
K2-62 b,0.8,0.1,1.8981,0.1,0.8,1.3752,1.8929,non-habitable
K2-62 c,0.8,0.1,1.8981,0.1,0.7,1.0276,1.8894,non-habitable
K2-64 b,0.8,0.1,1.8415,0.1,0.8,1.4723,1.8378,non-habitable
K2-65 b,0.8,0.1,1.4517,0.1,0.8,1.2157,1.4493,non-habitable
K2-66 b,0.8,0.1,2.1891,0.1,0.7,1.9755,2.187,non-habitable
K2-68 b,0.8,0.1,1.4517,0.1,0.8,1.1977,1.4492,non-habitable
K2-69 b,0.8,0.1,2.0458,0.1,0.8,1.0927,2.0363,non-habitable
K2-71 b,0.7,0.2,1.8252,0.1,0.8,1.0251,1.8172,non-habitable
K2-72 b,0.8,0.1,1.221,0.1,0.8,0.8938,1.2177,non-habitable
K2-72 c,0.8,0.1,1.3563,0.1,0.8,0.7145,1.3499,non-habitable
K2-72 d,0.8,0.1,1.1881,0.1,0.8,0.82,1.1844,non-habitable
K2-72 e,0.8,0.1,1.3076,0.1,0.8,0.6361,1.3009,mesoplanet
K2-73 b,0.8,0.1,2.1558,0.1,0.8,1.7566,2.1518,non-habitable
K2-74 b,0.8,0.1,2.0387,0.1,0.8,1.3624,2.0319,non-habitable
K2-77 b,0.7,0.2,2.0915,0.1,0.8,1.4759,2.0853,non-habitable
K2-78 b,0.8,0.1,1.3238,0.1,0.8,2.0196,1.3308,non-habitable
K2-80 b,0.8,0.1,1.7931,0.1,0.8,1.1888,1.7871,non-habitable
K2-80 c,0.8,0.1,1.3637,0.1,0.8,1.542,1.3655,non-habitable
K2-81 b,0.8,0.1,1.6415,0.1,0.8,1.2397,1.6375,non-habitable
K2-83 b,0.8,0.1,1.1805,0.1,0.8,1.1502,1.1802,non-habitable
K2-83 c,0.8,0.1,1.3724,0.1,0.8,0.8563,1.3672,non-habitable
K2-84 b,0.8,0.1,2.1211,0.1,0.8,1.6933,2.1168,non-habitable
K2-84 c,0.8,0.1,1.8102,0.1,0.8,1.1359,1.8035,non-habitable
K2-85 b,0.8,0.1,0.9941,0.1,0.8,1.8005,1.0022,non-habitable
K2-86 b,0.8,0.1,1.7532,0.1,0.8,1.3964,1.7496,non-habitable
K2-88 b,0.8,0.1,1.1728,0.1,0.8,0.8461,1.1695,non-habitable
K2-89 b,0.1,0.1,0.9284,0.1,0.8,1.1931,0.931,non-habitable
K2-90 b,0.8,0.1,1.8173,0.1,0.8,0.9066,1.8082,non-habitable
K2-90 c,0.8,0.1,1.0019,0.1,0.8,1.1989,1.0039,non-habitable
K2-91 b,0.8,0.1,1.0679,0.1,0.8,1.1519,1.0687,non-habitable
K2-95 b,0.1,0.8,7.4892,0.1,0.8,1.0595,7.4249,non-habitable
K2-105 b,0.8,0.1,2.657,0.1,0.8,1.5298,2.6457,non-habitable
Kapteyn b,0.8,0.1,1.4984,0.1,0.1,0.5896,1.4893,psychroplanet
Kapteyn c,0.8,0.1,1.6343,0.1,0.2,0.5611,1.6236,non-habitable
Kepler-4 b,0.8,0.1,2.7729,0.1,0.8,2.3583,2.7688,non-habitable
Kepler-9 d,0.8,0.1,1.6702,0.1,0.8,2.3965,1.6775,non-habitable
Kepler-10 b,0.8,0.1,1.3676,0.1,0.8,2.8303,1.3822,non-habitable
Kepler-10 c,0.8,0.1,2.0471,0.1,0.8,1.1008,2.0376,non-habitable
Kepler-11 b,0.8,0.1,1.4324,0.1,0.8,1.4201,1.4323,non-habitable
Kepler-18 b,0.8,0.1,1.715,0.1,0.8,1.9198,1.717,non-habitable
Kepler-19 b,0.8,0.1,1.9644,0.1,0.8,1.4463,1.9592,non-habitable
Kepler-20 b,0.8,0.1,1.7171,0.1,0.7,1.6085,1.716,non-habitable
Kepler-20 c,0.8,0.1,2.2471,0.1,0.7,1.2473,2.2371,non-habitable
Kepler-20 e,0.1,0.1,0.9668,0.1,0.8,1.4486,0.9716,non-habitable
Kepler-20 f,0.4,0.1,0.9862,0.1,0.8,1.0935,0.9873,non-habitable
Kepler-21 b,0.8,0.1,1.4984,0.1,0.8,2.6233,1.5096,non-habitable
Kepler-22 b,0.8,0.1,2.0723,0.1,0.8,0.6708,2.0583,mesoplanet
Kepler-23 b,0.8,0.1,1.539,0.1,0.8,1.8654,1.5423,non-habitable
Kepler-23 d,0.8,0.1,1.9872,0.1,0.8,1.6168,1.9835,non-habitable
Kepler-24 b,0.8,0.1,2.0723,0.1,0.8,1.6897,2.0685,non-habitable
Kepler-26 e,0.8,0.1,2.1211,0.1,0.8,0.7833,2.1077,non-habitable
Kepler-33 b,0.8,0.1,1.6185,0.1,0.8,2.14,1.6237,non-habitable
Kepler-36 b,0.8,0.1,1.4132,0.1,0.8,1.6615,1.4157,non-habitable
Kepler-37 b,0.1,0.1,0.8635,0.1,0.8,0.9885,0.8648,non-habitable
Kepler-37 c,0.1,0.1,0.9514,0.1,0.8,0.9748,0.9516,non-habitable
Kepler-37 d,0.8,0.1,1.7375,0.1,0.8,0.9603,1.7297,non-habitable
Kepler-38(AB) b,0.8,0.1,3.3769,0.1,0.6,0.9769,3.3529,non-habitable
Kepler-42 b,0.1,0.1,0.9551,0.1,0.8,0.9165,0.9547,non-habitable
Kepler-42 c,0.1,0.1,0.9476,0.1,0.8,1.167,0.9498,non-habitable
Kepler-42 d,0.1,0.1,0.921,0.1,0.8,0.7892,0.9197,non-habitable
Kepler-48 b,0.8,0.1,1.6903,0.1,0.8,1.6275,1.6897,non-habitable
Kepler-48 c,0.8,0.1,2.1513,0.1,0.8,1.3768,2.1436,non-habitable
Kepler-48 d,0.7,0.1,1.637,0.1,0.8,0.9343,1.63,non-habitable
Kepler-49 d,0.8,0.1,1.4677,0.1,0.8,1.3048,1.4661,non-habitable
Kepler-49 e,0.8,0.1,1.4356,0.1,0.8,0.7965,1.4292,non-habitable
Kepler-50 b,0.1,0.8,2.4915,0.1,0.8,2.1009,2.4876,non-habitable
Kepler-50 c,0.8,0.1,2.3871,0.1,0.8,1.9895,2.3831,non-habitable
Kepler-52 b,0.8,0.1,1.891,0.1,0.8,1.0625,1.8827,non-habitable
Kepler-52 c,0.8,0.1,1.6185,0.1,0.8,0.862,1.6109,non-habitable
Kepler-52 d,0.8,0.1,1.7461,0.1,0.8,0.7143,1.7358,non-habitable
Kepler-53 d,0.8,0.1,1.8825,0.1,0.8,1.4832,1.8785,non-habitable
Kepler-54 b,0.8,0.1,1.891,0.1,0.8,0.9799,1.8819,non-habitable
Kepler-54 c,0.8,0.1,1.1728,0.1,0.8,0.809,1.1692,non-habitable
Kepler-54 d,0.8,0.1,1.4034,0.1,0.8,0.7176,1.3965,non-habitable
Kepler-55 b,0.8,0.1,2.1641,0.1,0.8,0.8684,2.1511,non-habitable
Kepler-55 c,0.8,0.1,1.9799,0.1,0.8,0.7721,1.9678,non-habitable
Kepler-55 d,0.8,0.1,1.459,0.1,0.8,1.4858,1.4593,non-habitable
Kepler-55 e,0.7,0.2,1.3724,0.1,0.8,1.2218,1.3709,non-habitable
Kepler-55 f,0.8,0.1,1.459,0.1,0.8,1.0089,1.4545,non-habitable
Kepler-57 b,0.8,0.1,1.9799,0.1,0.8,1.4856,1.975,non-habitable
Kepler-57 c,0.1,0.8,168.3537,0.1,0.8,1.7079,166.6872,non-habitable
Kepler-58 b,0.1,0.8,12.2403,0.1,0.8,1.8861,12.1368,non-habitable
Kepler-58 c,0.1,0.8,16.0912,0.1,0.8,1.7427,15.9477,non-habitable
Kepler-59 b,0.1,0.8,143.997,0.1,0.8,1.9382,142.5764,non-habitable
Kepler-59 c,0.1,0.8,25.7634,0.1,0.8,1.6497,25.5223,non-habitable
Kepler-60 b,0.8,0.1,1.5077,0.1,0.8,1.8661,1.5113,non-habitable
Kepler-60 c,0.8,0.1,1.577,0.1,0.8,1.7426,1.5787,non-habitable
Kepler-60 d,0.8,0.1,1.6275,0.1,0.8,1.6212,1.6274,non-habitable
Kepler-61 b,0.8,0.1,1.9066,0.1,0.8,0.6677,1.8942,mesoplanet
Kepler-62 b,0.8,0.1,1.2361,0.1,0.8,1.2679,1.2364,non-habitable
Kepler-62 c,0.1,0.2,0.89,0.1,0.8,0.925,0.8904,non-habitable
Kepler-62 d,0.8,0.1,1.7461,0.1,0.7,0.9484,1.7381,non-habitable
Kepler-62 e,0.8,0.1,1.475,0.1,0.8,0.6203,1.4665,mesoplanet
Kepler-62 f,0.8,0.1,1.3164,0.1,0.1,0.5768,1.309,psychroplanet
Kepler-65 b,0.7,0.2,1.2719,0.1,0.8,2.511,1.2843,non-habitable
Kepler-65 c,0.8,0.1,2.2261,0.1,0.8,2.1196,2.225,non-habitable
Kepler-65 d,0.8,0.1,1.396,0.1,0.8,1.801,1.4,non-habitable
Kepler-68 b,0.7,0.1,1.6732,0.1,0.8,1.8459,1.6749,non-habitable
Kepler-68 c,0.1,0.1,0.9768,0.1,0.8,1.4715,0.9817,non-habitable
Kepler-69 b,0.8,0.1,1.9714,0.1,0.7,1.3127,1.9648,non-habitable
Kepler-69 c,0.8,0.1,1.5549,0.1,0.8,0.6902,1.5463,non-habitable
Kepler-70  b,0.1,0.8,0.9807,0.1,0.8,7.2065,1.043,non-habitable
Kepler-70 c,0.1,0.5,0.9862,0.1,0.8,6.6494,1.0428,non-habitable
Kepler-78 b,0.8,0.1,1.1487,0.1,0.8,2.6757,1.164,non-habitable
Kepler-80 b,0.8,0.1,1.859,0.1,0.7,1.0974,1.8514,non-habitable
Kepler-80 c,0.8,0.1,1.9427,0.1,0.8,1.1013,1.9343,non-habitable
Kepler-80 d,0.1,0.8,2.125,0.1,0.8,1.5216,2.119,non-habitable
Kepler-80 e,0.8,0.1,1.4109,0.1,0.8,1.3267,1.4101,non-habitable
Kepler-80 f,0.8,0.1,1.1728,0.1,0.8,1.9013,1.1801,non-habitable
Kepler-81 c,0.8,0.1,2.1558,0.1,0.8,1.0581,2.1448,non-habitable
Kepler-81 d,0.8,0.1,1.1563,0.1,0.8,0.8199,1.1529,non-habitable
Kepler-82 d,0.8,0.1,1.6026,0.1,0.8,2.0653,1.6072,non-habitable
Kepler-82 e,0.8,0.1,2.1641,0.1,0.8,1.7261,2.1597,non-habitable
Kepler-83 b,0.8,0.1,2.0626,0.1,0.8,1.0312,2.0523,non-habitable
Kepler-83 c,0.8,0.1,1.7375,0.1,0.8,0.836,1.7285,non-habitable
Kepler-83 d,0.8,0.1,1.7375,0.1,0.8,1.1636,1.7318,non-habitable
Kepler-84 b,0.8,0.1,1.9475,0.1,0.8,1.6705,1.9447,non-habitable
Kepler-84 c,0.8,0.1,2.1128,0.1,0.8,1.5373,2.107,non-habitable
Kepler-84 d,0.7,0.1,1.2516,0.1,0.8,1.8607,1.2577,non-habitable
Kepler-84 f,0.8,0.1,1.9475,0.1,0.8,1.1045,1.9391,non-habitable
Kepler-85 b,0.8,0.1,1.8461,0.1,0.8,1.5098,1.8427,non-habitable
Kepler-85 c,0.8,0.1,1.9944,0.1,0.8,1.3732,1.9882,non-habitable
Kepler-85 d,0.8,0.1,1.1487,0.1,0.8,1.1319,1.1485,non-habitable
Kepler-85 e,0.8,0.1,1.2045,0.1,0.8,1.0476,1.2029,non-habitable
Kepler-89 b,0.1,0.8,1.9029,0.1,0.8,2.4488,1.9084,non-habitable
Kepler-90 b,0.8,0.1,1.2361,0.1,0.8,1.6888,1.2406,non-habitable
Kepler-90 c,0.8,0.1,1.1398,0.1,0.8,1.5514,1.1439,non-habitable
Kepler-92 b,0.8,0.1,2.8762,0.1,0.8,1.8115,2.8656,non-habitable
Kepler-92 c,0.8,0.1,1.864,0.1,0.8,1.371,1.8591,non-habitable
Kepler-92 d,0.8,0.1,1.8415,0.1,0.8,1.2393,1.8355,non-habitable
Kepler-93 b,0.8,0.1,1.397,0.1,0.8,1.719,1.4002,non-habitable
Kepler-95 b,0.8,0.1,2.3937,0.1,0.8,1.6065,2.3858,non-habitable
Kepler-96 b,0.8,0.1,2.0255,0.1,0.8,1.3011,2.0183,non-habitable
Kepler-100 b,0.1,0.8,2.6746,0.1,0.8,1.9552,2.6674,non-habitable
Kepler-100 d,0.8,0.1,1.3697,0.1,0.8,1.2069,1.3681,non-habitable
Kepler-101 c,0.8,0.1,1.2524,0.1,0.8,1.8926,1.2588,non-habitable
Kepler-102 b,0.1,0.8,2.7941,0.1,0.8,1.3082,2.7792,non-habitable
Kepler-102 c,0.1,0.8,8.0389,0.1,0.8,1.3419,7.9719,non-habitable
Kepler-102 d,0.1,0.8,1.5151,0.1,0.8,1.1603,1.5116,non-habitable
Kepler-102 e,0.8,0.1,1.8555,0.1,0.8,1.0699,1.8476,non-habitable
Kepler-102 f,0.1,0.1,0.9791,0.1,0.8,0.8499,0.9778,non-habitable
Kepler-105 c,0.1,0.8,1.7744,0.1,0.8,1.7404,1.7741,non-habitable
Kepler-106 b,0.1,0.1,0.86,0.1,0.8,1.4651,0.8661,non-habitable
Kepler-106 c,0.8,0.1,1.9997,0.1,0.8,1.424,1.9939,non-habitable
Kepler-106 d,0.1,0.8,5.8773,0.1,0.8,1.2923,5.8314,non-habitable
Kepler-106 e,0.8,0.1,2.0316,0.1,0.8,1.065,2.0219,non-habitable
Kepler-107 b,0.8,0.1,1.4517,0.1,0.8,2.2327,1.4595,non-habitable
Kepler-107 c,0.8,0.1,1.5143,0.1,0.8,2.0077,1.5192,non-habitable
Kepler-107 d,0.8,0.1,1.0356,0.1,0.8,1.6608,1.0419,non-habitable
Kepler-110 b,0.7,0.2,1.5806,0.1,0.8,1.5193,1.58,non-habitable
Kepler-110 c,0.8,0.1,1.9559,0.1,0.8,1.2446,1.9488,non-habitable
Kepler-111 b,0.8,0.1,1.4517,0.1,0.8,2.0614,1.4578,non-habitable
Kepler-112 b,0.8,0.1,2.0806,0.1,0.8,1.5207,2.075,non-habitable
Kepler-112 c,0.8,0.1,2.1128,0.1,0.8,1.1252,2.1029,non-habitable
Kepler-113 b,0.1,0.8,1.8179,0.1,0.8,1.4381,1.8141,non-habitable
Kepler-113 c,0.8,0.1,1.8264,0.1,0.8,1.1922,1.8201,non-habitable
Kepler-114 b,0.2,0.7,2.8555,0.1,0.8,1.3235,2.8402,non-habitable
Kepler-114 c,0.1,0.8,6.4753,0.1,0.8,1.2903,6.4234,non-habitable
Kepler-114 d,0.8,0.1,1.863,0.1,0.8,1.0019,1.8544,non-habitable
Kepler-115 b,0.8,0.1,1.059,0.1,0.8,2.2026,1.0704,non-habitable
Kepler-116 c,0.8,0.1,2.029,0.1,0.8,1.7121,2.0258,non-habitable
Kepler-118 b,0.8,0.1,1.7532,0.1,0.8,1.5866,1.7515,non-habitable
Kepler-119 c,0.1,0.1,0.9757,0.1,0.8,1.5754,0.9817,non-habitable
Kepler-120 b,0.8,0.1,1.9066,0.1,0.8,1.1318,1.8989,non-habitable
Kepler-120 c,0.8,0.1,1.4034,0.1,0.8,0.8975,1.3983,non-habitable
Kepler-121 b,0.8,0.1,2.0626,0.1,0.8,1.766,2.0596,non-habitable
Kepler-121 c,0.8,0.1,2.0051,0.1,0.8,0.9295,1.9943,non-habitable
Kepler-122 b,0.8,0.1,2.0626,0.1,0.8,1.9966,2.0619,non-habitable
Kepler-122 d,0.8,0.1,1.9475,0.1,0.8,1.409,1.9421,non-habitable
Kepler-123 c,0.8,0.1,1.3711,0.1,0.8,1.268,1.3701,non-habitable
Kepler-124 b,0.1,0.1,0.9476,0.1,0.8,1.3749,0.9519,non-habitable
Kepler-124 c,0.8,0.1,1.5853,0.1,0.8,1.0845,1.5803,non-habitable
Kepler-124 d,0.8,0.1,1.0757,0.1,0.8,0.8309,1.0733,non-habitable
