Name,Cls,r,d,t,v,e,Rho,Eta,CEESA,Iter
Kepler-400 b,non-habitable,0.0765,0.1369,0.3739,0.105,0.3078,0.992,1,1.7294,90
Kepler-400 c,non-habitable,0.0103,0.4228,0.4715,0.0005,0.0949,0.5017,1,1.5092,80
Kepler-401 b,non-habitable,0.1655,0.2592,0.266,0.2905,0.0188,0.9651,1,1.9592,85
Kepler-401 c,non-habitable,0.2792,0.0209,0.2983,0.3366,0.065,0.8129,1,2.1189,99
Kepler-402 b,non-habitable,0.1942,0.1212,0.3957,0.1823,0.1066,0.6062,1,2.0722,85
Kepler-402 c,non-habitable,0.0139,0.1456,0.3997,0.3559,0.0848,0.68,1,2.2064,79
Kepler-402 d,non-habitable,0.2994,0.2736,0.3638,0.0562,0.007,0.3389,1,1.8637,86
Kepler-402 e,non-habitable,0.0239,0.0826,0.418,0.4618,0.0136,0.5987,1,2.1171,83
Kepler-403 b,non-habitable,0.1468,0.1183,0.3491,0.2579,0.1278,0.995,1,2.012,90
Kepler-403 c,non-habitable,0.361,0.1627,0.4021,0.0521,0.022,0.7247,1,1.743,88
Kepler-404 b,non-habitable,0.1838,0.1808,0.5535,0.041,0.0409,0.5835,1,1.812,91
Kepler-404 c,non-habitable,0.2646,0.2212,0.2214,0.2556,0.0372,0.9455,1,1.7163,92
Kepler-405 b,non-habitable,0.0576,0.1604,0.3714,0.3098,0.1008,0.7714,1,2.0719,88
Kepler-406 b,non-habitable,0.2674,0.2533,0.1489,0.303,0.0274,0.9933,1,2.2773,82
Kepler-406 c,non-habitable,0.2758,0.3322,0.332,0.034,0.0258,0.6758,1,2.8537,97
Kepler-408 b,non-habitable,0.0781,0.4585,0.2594,0.1072,0.0967,0.8934,1,6.9243,87
Kepler-409 b,non-habitable,0.0365,0.4612,0.1632,0.0008,0.3384,0.9804,1,6.2934,94
Kepler-411 b,non-habitable,0.2369,0.0026,0.3313,0.4207,0.0084,0.5143,1,2.4526,85
Kepler-413(AB) b,non-habitable,0.2245,0.0471,0.03,0.36,0.3384,0.0462,1,4.4226,87
Kepler-431 b,non-habitable,0.2887,0.006,0.3379,0.1043,0.2631,0.9104,1,1.46,98
Kepler-431 c,non-habitable,0.0409,0.2623,0.4964,0.0984,0.1019,0.4967,1,1.5756,84
Kepler-431 d,non-habitable,0.1513,0.0582,0.3811,0.3089,0.1005,0.9827,1,1.7154,98
Kepler-436 c,non-habitable,0.2581,0.035,0.3232,0.2883,0.0954,0.9684,1,2.1013,92
Kepler-437 b,non-habitable,0.3052,0.2641,0.0427,0.3303,0.0577,0.6113,1,1.9427,78
Kepler-438 b,mesoplanet,0.24,0.0203,0.2863,0.1065,0.3469,0.8596,1,1.3155,79
Kepler-439 b,non-habitable,0.2422,0.0443,0.0951,0.4133,0.205,0.5849,1,2.175,83
Kepler-440 b,mesoplanet,0.2303,0.2867,0.1742,0.0063,0.3025,0.9708,1,6.8867,95
Kepler-441 b,non-habitable,0.1611,0.0442,0.2026,0.1063,0.4858,0.5455,1,3.0878,94
Kepler-442 b,psychroplanet,0.2407,0.0456,0.1172,0.216,0.3806,0.7764,1,1.6363,80
Kepler-443 b,mesoplanet,0.263,0.0029,0.1334,0.3108,0.2899,0.5621,1,3.2981,89
Kepler-444 b,non-habitable,0.3387,0.1042,0.3058,0.0011,0.2502,0.4405,1,1.9035,97
Kepler-444 c,non-habitable,0.1205,0.1624,0.2326,0.0827,0.4018,0.4542,1,3.0153,93
Kepler-444 d,non-habitable,0.0883,0.1154,0.103,0.3659,0.3275,0.7656,1,3.433,87
Kepler-444 e,non-habitable,0.2115,0.0823,0.3212,0.0635,0.3215,0.891,1,1.3964,82
Kepler-444 f,non-habitable,0.0124,0.2789,0.0511,0.2685,0.3891,0.905,1,12.7451,102
Kepler-445 b,non-habitable,0.0593,0.311,0.3188,0.3008,0.0101,0.2561,1,1.6577,93
Kepler-445 c,non-habitable,0.3528,0.0073,0.1823,0.3954,0.0621,0.5078,1,1.7374,84
Kepler-445 d,non-habitable,0.1909,0.3567,0.2476,0.1866,0.0182,0.5682,1,1.4467,92
Kepler-446 b,non-habitable,0.0849,0.4092,0.3471,0.1537,0.0051,0.674,1,1.6583,88
Kepler-446 c,non-habitable,0.1769,0.1627,0.4239,0.0653,0.1712,0.9301,1,1.3697,89
Kepler-446 d,non-habitable,0.1563,0.3191,0.2933,0.226,0.0053,0.9395,1,1.4094,82
Kepler-449 b,non-habitable,0.0265,0.0182,0.3463,0.3328,0.2761,0.1047,1,2.4302,72
Kepler-450 d,non-habitable,0.2274,0.1045,0.2948,0.0214,0.3519,0.5811,1,3.8662,93
Kepler-452 b,mesoplanet,0.4248,0.0344,0.1223,0.3434,0.0752,0.9778,1,1.4391,88
Kepler-454 b,non-habitable,0.3237,0.143,0.2081,0.2991,0.0261,0.3994,1,1.7862,94
Kepler-457 b,non-habitable,0.0995,0.3345,0.3172,0.1978,0.051,0.8194,1,2.2327,94
Kepler-457 c,non-habitable,0.2405,0.1175,0.0418,0.48,0.1202,0.6972,1,2.1119,84
Kepler-466 c,non-habitable,0.1681,0.1484,0.3355,0.3067,0.0413,0.8951,1,2.1377,90
Kepler-467 b,non-habitable,0.1619,0.0152,0.3185,0.4298,0.0746,0.6776,1,2.3262,84
Kepler-475 b,non-habitable,0.1811,0.0275,0.0959,0.6896,0.0059,0.9645,1,3.0827,89
Kepler-477 b,non-habitable,0.3395,0.1831,0.1321,0.3249,0.0204,0.6925,1,2.0232,85
Kepler-479 b,non-habitable,0.1978,0.225,0.2655,0.2819,0.0297,0.6349,1,2.0225,91
Kepler-481 b,non-habitable,0.2662,0.1981,0.2764,0.2459,0.0134,0.3715,1,2.6023,101
Kepler-482 b,non-habitable,0.2531,0.0524,0.2844,0.3963,0.0138,0.5999,1,2.1965,86
Kepler-484 b,non-habitable,0.3855,0.2374,0.3206,0.0182,0.0383,0.9144,1,2.1852,97
Kepler-496 b,non-habitable,0.2032,0.21,0.1019,0.3936,0.0913,0.9072,1,2.1832,93
Kepler-499 b,non-habitable,0.1479,0.1626,0.3438,0.32,0.0258,0.5778,1,2.3974,93
Kepler-504 b,non-habitable,0.125,0.28,0.3145,0.2646,0.0159,0.8102,1,1.3651,79
Kepler-507 b,non-habitable,0.0957,0.2093,0.4806,0.1527,0.0617,0.7315,1,2.7018,89
Kepler-508 b,non-habitable,0.1085,0.068,0.6477,0.0695,0.1063,0.7136,1,1.9437,87
Kepler-509 b,non-habitable,0.3944,0.2279,0.0113,0.3364,0.03,0.3858,1,2.3329,93
Kepler-510 b,non-habitable,0.1548,0.3239,0.3038,0.206,0.0116,0.1305,1,2.238,96
Kepler-513 b,non-habitable,0.2755,0.1116,0.3782,0.2235,0.0112,0.7301,1,2.2066,78
Kepler-514 b,non-habitable,0.0278,0.0652,0.4504,0.4179,0.0387,0.2764,1,2.4015,105
Kepler-515 b,non-habitable,0.0332,0.2232,0.4974,0.2268,0.0193,0.3966,1,1.5749,88
Kepler-518 b,non-habitable,0.0638,0.0578,0.2069,0.583,0.0886,0.9517,1,2.28,85
Kepler-519 b,non-habitable,0.2873,0.1876,0.3213,0.1845,0.0194,0.9292,1,1.9306,85
Kepler-520 b,non-habitable,0.0496,0.1126,0.577,0.228,0.0328,0.333,1,1.9607,91
Kepler-520 c,non-habitable,0.2415,0.0759,0.344,0.2381,0.1005,0.9684,1,1.9449,84
Kepler-523 b,non-habitable,0.2459,0.1264,0.3556,0.2454,0.0267,0.5888,1,2.2669,85
Kepler-524 b,non-habitable,0.0252,0.3465,0.352,0.2637,0.0127,0.2896,1,2.0665,94
Kepler-524 c,non-habitable,0.2562,0.2196,0.2274,0.2525,0.0443,0.9767,1,1.917,86
Kepler-526 b,non-habitable,0.3717,0.1924,0.1949,0.2303,0.0107,0.6916,1,2.2231,93
Kepler-528 b,non-habitable,0.3278,0.0423,0.2653,0.2824,0.0821,0.8369,1,2.0645,83
Kepler-529 b,non-habitable,0.0905,0.1414,0.3601,0.3564,0.0516,0.8868,1,3.056,89
Kepler-529 c,non-habitable,0.1529,0.0743,0.4566,0.3124,0.0038,0.1579,1,2.4314,95
Kepler-534 b,non-habitable,0.2675,0.1848,0.3615,0.1677,0.0185,0.9057,1,2.2821,88
Kepler-535 b,non-habitable,0.1166,0.1269,0.4161,0.3303,0.01,0.9676,1,3.3205,90
Kepler-537 b,non-habitable,0.2392,0.1241,0.2665,0.2691,0.101,0.8883,1,1.929,84
Kepler-538 b,non-habitable,0.3007,0.2795,0.0837,0.3325,0.0036,0.2113,1,2.0553,83
Kepler-539 c,non-habitable,0.1616,0.1729,0.2945,0.0285,0.3425,0.8857,1,9.7087,98
Kepler-542 b,non-habitable,0.1678,0.0419,0.3606,0.3933,0.0364,0.6939,1,1.833,89
Kepler-543 b,non-habitable,0.2327,0.304,0.1091,0.32,0.0342,0.9802,1,2.3715,76
Kepler-544 b,non-habitable,0.305,0.0289,0.3051,0.2511,0.1098,0.956,1,2.1499,100
Kepler-556 b,non-habitable,0.2673,0.2056,0.2864,0.118,0.1226,0.9544,1,2.0348,93
Kepler-558 b,non-habitable,0.1127,0.0622,0.4025,0.4014,0.0213,0.3588,1,2.196,97
Kepler-560 b,non-habitable,0.4258,0.2341,0.069,0.2513,0.0197,0.8455,1,1.5202,80
Kepler-566 b,non-habitable,0.3073,0.2795,0.1688,0.2377,0.0067,0.5559,1,1.9775,99
Kepler-567 b,non-habitable,0.1362,0.1974,0.3783,0.2564,0.0317,0.9764,1,2.1222,90
Kepler-568 b,non-habitable,0.1736,0.3136,0.2553,0.2423,0.0152,0.8634,1,1.9347,86
Kepler-570 b,non-habitable,0.3356,0.0213,0.0663,0.5723,0.0046,0.2373,1,2.8505,101
Kepler-574 b,non-habitable,0.0734,0.3739,0.0924,0.4216,0.0387,0.6949,1,2.2697,92
Kepler-575 b,non-habitable,0.2066,0.0837,0.333,0.3634,0.0133,0.224,1,2.5929,92
Kepler-578 b,non-habitable,0.3182,0.281,0.2991,0.0954,0.0064,0.9676,1,2.63,86
Kepler-579 b,non-habitable,0.317,0.0124,0.5117,0.0025,0.1564,0.7355,1,2.0452,87
Kepler-583 b,non-habitable,0.0941,0.0728,0.3877,0.4403,0.005,0.7412,1,2.8029,88
Kepler-587 b,non-habitable,0.3406,0.0112,0.2957,0.3308,0.0217,0.9127,1,2.4818,86
Kepler-589 b,non-habitable,0.273,0.1602,0.1444,0.3479,0.0745,0.812,1,2.109,81
Kepler-592 b,non-habitable,0.2997,0.1838,0.2538,0.2233,0.0394,0.7792,1,2.8274,84
Kepler-594 b,non-habitable,0.0879,0.2893,0.2279,0.3834,0.0115,0.2713,1,2.0528,104
Kepler-597 b,non-habitable,0.0101,0.0483,0.766,0.1495,0.0262,0.6502,1,2.6146,83
Kepler-598 b,non-habitable,0.1408,0.011,0.321,0.3111,0.2161,0.8704,1,1.7961,89
Kepler-601 b,non-habitable,0.1147,0.2518,0.4384,0.095,0.1001,0.8165,1,2.0121,80
Kepler-602 b,non-habitable,0.3084,0.1674,0.3951,0.0496,0.0795,0.9824,1,2.1523,90
Kepler-603 d,non-habitable,0.1962,0.2468,0.4041,0.0497,0.1032,0.9377,1,1.9835,86
Kepler-605 b,non-habitable,0.0302,0.1794,0.3613,0.3845,0.0445,0.8006,1,2.1077,84
Kepler-605 c,non-habitable,0.1953,0.0733,0.5031,0.2015,0.0267,0.6853,1,2.3536,95
Kepler-607 b,non-habitable,0.2162,0.2591,0.3051,0.0835,0.1361,0.8784,1,2.1955,96
Kepler-611 b,non-habitable,0.2679,0.0003,0.367,0.2274,0.1374,0.932,1,2.56,85
Kepler-613 b,non-habitable,0.2403,0.0801,0.1476,0.4269,0.1051,0.7244,1,2.1495,100
Kepler-614 b,non-habitable,0.3683,0.0,0.1735,0.431,0.0271,0.7496,1,2.5669,94
Kepler-615 b,non-habitable,0.012,0.0965,0.506,0.2748,0.1108,0.8269,1,1.7014,88
Kepler-616 b,non-habitable,0.3088,0.0142,0.2921,0.3308,0.0541,0.9303,1,2.6872,79
Kepler-617 b,non-habitable,0.2488,0.2385,0.3453,0.1051,0.0623,0.8503,1,1.6132,82
Kepler-619 c,non-habitable,0.2147,0.128,0.4127,0.2284,0.0162,0.9457,1,3.561,98
Kepler-621 b,non-habitable,0.1168,0.2455,0.26,0.3438,0.0339,0.8507,1,2.4356,84
Kepler-622 b,non-habitable,0.4488,0.0774,0.3934,0.0681,0.0123,0.6143,1,1.9011,82
Kepler-624 b,non-habitable,0.1444,0.3382,0.2633,0.2466,0.0075,0.9357,1,2.3585,94
Kepler-625 b,non-habitable,0.0927,0.252,0.2379,0.4009,0.0164,0.8432,1,2.1674,89
Kepler-625 c,non-habitable,0.3485,0.0446,0.4204,0.0134,0.173,0.784,1,1.8943,75
Kepler-626 b,non-habitable,0.2788,0.0452,0.3353,0.3038,0.0369,0.8001,1,2.4771,82
Kepler-629 b,non-habitable,0.1359,0.211,0.335,0.2152,0.103,0.8706,1,1.6433,88
Kepler-632 b,non-habitable,0.4042,0.177,0.2739,0.1438,0.0012,0.9861,1,2.045,88
Kepler-633 b,non-habitable,0.2607,0.3331,0.2978,0.0479,0.0606,0.9056,1,1.8812,92
Kepler-634 b,non-habitable,0.0171,0.1042,0.5887,0.2479,0.0422,0.7732,1,3.1749,94
Kepler-638 b,non-habitable,0.0981,0.2585,0.4856,0.0354,0.1225,0.8465,1,2.0954,86
Kepler-639 b,non-habitable,0.3203,0.0998,0.3547,0.2127,0.0125,0.4254,1,2.6985,89
Kepler-641 b,non-habitable,0.2627,0.0702,0.3284,0.3143,0.0244,0.4811,1,2.1718,83
Kepler-645 b,non-habitable,0.1335,0.2873,0.4739,0.0005,0.1048,0.9627,1,3.0369,82
Kepler-646 b,non-habitable,0.5787,0.2456,0.0417,0.0732,0.0608,0.7573,1,1.6937,93
Kepler-647 b,non-habitable,0.2976,0.1302,0.371,0.0773,0.1239,0.8236,1,1.516,83
Kepler-649 b,non-habitable,0.3123,0.1962,0.3451,0.1159,0.0305,0.9745,1,2.067,100
Kepler-651 b,non-habitable,0.009,0.3317,0.2181,0.3636,0.0776,0.8318,1,2.0648,99
Kepler-652 b,non-habitable,0.3206,0.0489,0.5348,0.0695,0.0262,0.6944,1,3.0251,88
Kepler-653 b,non-habitable,0.3579,0.1978,0.3734,0.0657,0.0052,0.2818,1,2.0807,86
Kepler-653 c,non-habitable,0.0249,0.2291,0.4175,0.144,0.1845,0.7814,1,2.8273,92
Kepler-654 b,non-habitable,0.2237,0.2297,0.2791,0.2515,0.016,0.6521,1,2.1523,103
Kepler-658 b,non-habitable,0.2543,0.0728,0.4043,0.2529,0.0157,0.4642,1,2.2228,89
Kepler-659 b,non-habitable,0.1359,0.0585,0.2807,0.486,0.039,0.7006,1,2.533,96
Kepler-662 b,non-habitable,0.3122,0.0211,0.2488,0.3555,0.0623,0.8351,1,2.0631,84
Kepler-666 b,non-habitable,0.2395,0.2049,0.3237,0.2226,0.0093,0.9952,1,2.9242,82
Kepler-672 b,non-habitable,0.2524,0.2355,0.0541,0.4444,0.0136,0.281,1,2.4507,91
Kepler-674 b,non-habitable,0.2643,0.2192,0.3678,0.1351,0.0136,0.5406,1,1.9589,87
Kepler-675 b,non-habitable,0.3354,0.2237,0.1816,0.2315,0.0278,0.9029,1,2.5972,86
Kepler-680 b,non-habitable,0.1613,0.0559,0.6507,0.0172,0.1149,0.9096,1,3.4166,87
Kepler-683 b,non-habitable,0.3344,0.137,0.2767,0.2287,0.0232,0.7727,1,2.5473,90
Kepler-691 b,non-habitable,0.2525,0.0288,0.2562,0.4161,0.0465,0.8434,1,1.9938,84
Kepler-705 b,mesoplanet,0.2771,0.0117,0.1817,0.5249,0.0047,0.6591,1,2.04,87
Kepler-707 b,non-habitable,0.1372,0.1708,0.3983,0.1186,0.1752,0.8364,1,1.9612,92
Kepler-710 b,non-habitable,0.1385,0.1386,0.3866,0.3168,0.0196,0.5248,1,2.4158,80
Kepler-713 b,non-habitable,0.3072,0.2014,0.1711,0.274,0.0463,0.3739,1,2.3282,80
Kepler-717 b,non-habitable,0.057,0.0849,0.5025,0.3227,0.0329,0.4417,1,2.9298,89
Kepler-732 b,non-habitable,0.191,0.3634,0.1201,0.3108,0.0147,0.8726,1,1.9082,86
Kepler-732 c,non-habitable,0.396,0.1096,0.4564,0.0284,0.0096,0.2555,1,1.8938,96
Kepler-737 b,non-habitable,0.2927,0.1167,0.07,0.4227,0.0981,0.6412,1,1.6261,82
Kepler-738 b,non-habitable,0.2469,0.027,0.4678,0.2521,0.0061,0.3631,1,2.3849,87
Kepler-743 b,non-habitable,0.2975,0.0222,0.2885,0.1723,0.2196,0.9591,1,1.6853,88
Kepler-744 b,non-habitable,0.2351,0.0741,0.4428,0.1774,0.0707,0.5928,1,1.8464,81
Kepler-745 b,non-habitable,0.2715,0.0884,0.3706,0.2547,0.0147,0.7098,1,2.5073,85
Kepler-746 b,non-habitable,0.3173,0.0554,0.377,0.2159,0.0344,0.7484,1,1.9887,89
Kepler-750 c,non-habitable,0.0273,0.0199,0.4135,0.369,0.1702,0.8946,1,2.5469,104
Kepler-751 b,non-habitable,0.3905,0.0825,0.125,0.3341,0.068,0.9649,1,2.4339,92
Kepler-753 b,non-habitable,0.3421,0.032,0.2499,0.2991,0.0769,0.7095,1,1.8623,91
Kepler-754 b,non-habitable,0.2932,0.2903,0.2549,0.1546,0.007,0.8355,1,2.0336,79
Kepler-755 b,non-habitable,0.2353,0.1685,0.4247,0.1581,0.0134,0.5072,1,2.6867,99
Kepler-755 c,non-habitable,0.035,0.0378,0.6095,0.2575,0.0603,0.2488,1,1.9864,88
Kepler-756 b,non-habitable,0.0261,0.1403,0.3925,0.4293,0.0119,0.6503,1,2.333,94
Kepler-757 b,non-habitable,0.517,0.0038,0.3992,0.0117,0.0683,0.6338,1,3.0201,88
Kepler-758 b,non-habitable,0.1851,0.0085,0.347,0.277,0.1825,0.7628,1,2.4573,103
Kepler-758 c,non-habitable,0.2949,0.0971,0.5087,0.092,0.0072,0.9138,1,3.2023,93
Kepler-758 d,non-habitable,0.1952,0.1414,0.3004,0.288,0.075,0.4737,1,2.0211,90
Kepler-758 e,non-habitable,0.2691,0.1195,0.3376,0.2514,0.0224,0.9915,1,2.2958,87
Kepler-759 b,non-habitable,0.3466,0.075,0.3597,0.2137,0.005,0.6505,1,2.2106,83
Kepler-760 c,non-habitable,0.0584,0.2352,0.4891,0.19,0.0273,0.577,1,2.4293,102
Kepler-761 b,non-habitable,0.1313,0.0884,0.3575,0.4165,0.0062,0.3539,1,2.346,89
Kepler-763 b,non-habitable,0.1224,0.0584,0.3804,0.2623,0.1766,0.8359,1,2.2481,89
Kepler-764 b,non-habitable,0.3024,0.0474,0.4654,0.128,0.0567,0.5873,1,2.0871,85
Kepler-765 b,non-habitable,0.2542,0.0137,0.4316,0.2837,0.0168,0.459,1,2.4785,96
Kepler-768 b,non-habitable,0.2739,0.206,0.4158,0.1043,0.0001,0.2035,1,1.8862,80
Kepler-769 c,non-habitable,0.091,0.0095,0.4024,0.4499,0.0473,0.8102,1,2.256,88
Kepler-770 b,non-habitable,0.0321,0.0111,0.1346,0.7586,0.0635,0.719,1,2.4854,82
Kepler-770 c,non-habitable,0.028,0.4165,0.3646,0.0709,0.12,0.7989,1,2.2252,89
Kepler-770 d,non-habitable,0.0053,0.2972,0.6142,0.0643,0.0189,0.6617,1,2.5858,83
Kepler-771 b,non-habitable,0.3634,0.0126,0.3835,0.1659,0.0747,0.5595,1,2.1059,87
Kepler-772 b,non-habitable,0.1476,0.0427,0.3941,0.379,0.0366,0.594,1,2.1488,92
Kepler-773 b,non-habitable,0.0578,0.2638,0.4105,0.2571,0.0108,0.2553,1,2.0686,82
Kepler-775 b,non-habitable,0.0505,0.2984,0.2962,0.1183,0.2366,0.9779,1,2.1387,84
Kepler-776 b,non-habitable,0.0303,0.0255,0.3251,0.5507,0.0685,0.4969,1,1.5546,79
Kepler-777 b,non-habitable,0.0727,0.0169,0.4437,0.413,0.0537,0.9915,1,1.6938,81
Kepler-778 b,non-habitable,0.193,0.1534,0.3541,0.1199,0.1796,0.6795,1,1.6942,80
Kepler-779 b,non-habitable,0.2455,0.1948,0.4111,0.0498,0.0988,0.8243,1,1.1148,79
Kepler-780 b,non-habitable,0.1632,0.2247,0.3736,0.0185,0.2199,0.7408,1,2.5497,101
Kepler-783 b,non-habitable,0.2675,0.001,0.4273,0.2619,0.0424,0.6614,1,1.7408,87
Kepler-784 b,non-habitable,0.5869,0.0902,0.1747,0.1151,0.0332,0.7699,1,1.6054,82
Kepler-786 b,non-habitable,0.3379,0.1563,0.1886,0.3121,0.005,0.8015,1,2.2998,102
Kepler-787 b,non-habitable,0.2968,0.2143,0.3005,0.0987,0.0897,0.821,1,1.8485,104
Kepler-789 b,non-habitable,0.1437,0.2092,0.3071,0.2649,0.0751,0.8713,1,2.2277,92
Kepler-790 b,non-habitable,0.2349,0.1744,0.3019,0.2399,0.0489,0.959,1,2.0793,89
Kepler-792 b,non-habitable,0.0502,0.1323,0.4215,0.29,0.106,0.9275,1,2.2224,93
Kepler-793 b,non-habitable,0.0911,0.0497,0.4207,0.3578,0.0808,0.7392,1,2.1752,93
Kepler-794 b,non-habitable,0.4013,0.0667,0.2961,0.1613,0.0746,0.9854,1,2.3451,95
Kepler-795 b,non-habitable,0.3444,0.1372,0.3901,0.1146,0.0137,0.7522,1,1.743,91
Kepler-796 b,non-habitable,0.2892,0.0237,0.2338,0.3575,0.0959,0.8224,1,1.6079,93
Kepler-797 b,non-habitable,0.1983,0.1558,0.5391,0.0981,0.0087,0.2081,1,1.9965,86
Kepler-798 b,non-habitable,0.0297,0.2771,0.1304,0.5308,0.032,0.9615,1,2.5422,88
Kepler-801 b,non-habitable,0.2727,0.1745,0.2154,0.3285,0.0089,0.5128,1,1.9042,93
Kepler-804 b,non-habitable,0.1178,0.2415,0.383,0.2436,0.0142,0.9641,1,2.1394,97
Kepler-804 c,non-habitable,0.0611,0.0486,0.496,0.3784,0.0159,0.7209,1,2.0153,86
Kepler-806 b,non-habitable,0.0065,0.022,0.3523,0.4802,0.139,0.832,1,1.6881,90
Kepler-808 b,non-habitable,0.2227,0.1351,0.3997,0.1662,0.0763,0.3408,1,2.1,87
Kepler-810 b,non-habitable,0.1741,0.0629,0.3309,0.4212,0.011,0.3528,1,2.4923,86
Kepler-813 b,non-habitable,0.2944,0.0642,0.1474,0.427,0.067,0.565,1,2.0346,95
Kepler-814 b,non-habitable,0.1652,0.2304,0.3747,0.0704,0.1592,0.7411,1,2.1938,92
Kepler-821 b,non-habitable,0.3039,0.1039,0.3591,0.1319,0.1013,0.9846,1,2.2148,84
Kepler-822 b,non-habitable,0.2326,0.0062,0.3724,0.3581,0.0308,0.7798,1,2.7468,83
Kepler-823 b,non-habitable,0.1772,0.2826,0.5111,0.0168,0.0122,0.6879,1,2.4761,90
Kepler-824 b,non-habitable,0.4137,0.0719,0.4166,0.0435,0.0544,0.9378,1,2.7818,92
Kepler-825 b,non-habitable,0.033,0.1318,0.406,0.1541,0.2751,0.984,1,2.2307,86
Kepler-825 c,non-habitable,0.2828,0.1122,0.3263,0.0872,0.1914,0.8355,1,1.8703,91
Kepler-826 b,non-habitable,0.2722,0.2489,0.3374,0.1344,0.0072,0.9287,1,2.1912,97
Kepler-828 b,non-habitable,0.1192,0.2738,0.3929,0.1915,0.0225,0.9503,1,3.1453,91
Kepler-829 b,non-habitable,0.2384,0.2513,0.2444,0.2314,0.0344,0.6736,1,2.1701,80
Kepler-830 b,non-habitable,0.1133,0.1191,0.2749,0.4482,0.0446,0.8185,1,1.9746,80
Kepler-831 b,non-habitable,0.2639,0.0719,0.2877,0.3118,0.0648,0.7108,1,1.702,83
Kepler-832 b,non-habitable,0.1246,0.0974,0.3389,0.2746,0.1645,0.5553,1,1.8145,86
Kepler-833 b,non-habitable,0.2172,0.1907,0.2256,0.3414,0.0251,0.7263,1,1.8215,81
Kepler-834 b,non-habitable,0.474,0.0248,0.304,0.1811,0.0161,0.6719,1,1.987,83
Kepler-842 b,non-habitable,0.1032,0.2494,0.3281,0.2715,0.0478,0.9539,1,2.3579,89
Kepler-844 b,non-habitable,0.1773,0.0907,0.4088,0.2111,0.1122,0.5604,1,1.7285,95
Kepler-845 b,non-habitable,0.3002,0.2584,0.3973,0.0262,0.0179,0.8066,1,2.9469,95
Kepler-846 b,non-habitable,0.2236,0.1365,0.3707,0.2163,0.053,0.7452,1,2.2985,88
Kepler-847 b,non-habitable,0.1042,0.2699,0.3169,0.2741,0.0349,0.6425,1,1.7192,82
Kepler-848 b,non-habitable,0.0464,0.0423,0.6264,0.0711,0.2139,0.9071,1,2.5138,88
Kepler-850 b,non-habitable,0.2659,0.0934,0.3072,0.1596,0.1739,0.9765,1,1.989,93
Kepler-851 b,non-habitable,0.3251,0.1434,0.2919,0.1992,0.0404,0.688,1,1.8378,86
Kepler-853 b,non-habitable,0.064,0.1647,0.3056,0.3211,0.1446,0.8915,1,2.1496,90
Kepler-861 b,non-habitable,0.0102,0.221,0.479,0.2795,0.0103,0.3973,1,2.626,89
Kepler-862 b,non-habitable,0.1155,0.2424,0.3185,0.3211,0.0026,0.4302,1,2.5864,93
Kepler-864 b,non-habitable,0.1369,0.1557,0.3966,0.2457,0.0652,0.4957,1,2.5488,92
Kepler-865 b,non-habitable,0.0211,0.0874,0.3759,0.4469,0.0687,0.8571,1,2.6029,80
Kepler-866 b,non-habitable,0.302,0.2147,0.1808,0.2147,0.0879,0.7929,1,1.6446,90
Kepler-868 b,non-habitable,0.1016,0.107,0.4902,0.1502,0.1509,0.7845,1,2.3274,85
Kepler-872 b,non-habitable,0.1034,0.104,0.3166,0.4606,0.0154,0.3335,1,2.6815,97
Kepler-876 b,non-habitable,0.2263,0.2884,0.2668,0.2133,0.0052,0.6649,1,1.6751,78
Kepler-877 b,non-habitable,0.0875,0.166,0.3844,0.3214,0.0408,0.9476,1,2.0397,78
Kepler-878 b,non-habitable,0.1624,0.2244,0.2599,0.3091,0.0441,0.5436,1,1.6574,82
Kepler-881 b,non-habitable,0.0323,0.1418,0.4369,0.3851,0.0039,0.3679,1,2.6099,100
Kepler-882 b,non-habitable,0.4655,0.0046,0.4917,0.0141,0.0241,0.5776,1,2.2407,85
Kepler-883 b,non-habitable,0.1486,0.3146,0.3405,0.1817,0.0146,0.7071,1,1.9743,84
Kepler-884 b,non-habitable,0.2641,0.1213,0.3444,0.1464,0.1238,0.9743,1,1.8122,80
Kepler-885 b,non-habitable,0.2794,0.2624,0.2823,0.1668,0.0091,0.2867,1,2.4574,90
Kepler-886 b,non-habitable,0.2043,0.0541,0.3825,0.3289,0.0303,0.7661,1,2.3142,107
Kepler-887 b,non-habitable,0.4382,0.0359,0.3654,0.1535,0.007,0.9981,1,2.2107,83
Kepler-887 c,non-habitable,0.0083,0.0406,0.3175,0.6322,0.0014,0.8819,1,1.9255,94
Kepler-888 b,non-habitable,0.194,0.3078,0.1874,0.3093,0.0015,0.8759,1,1.5813,86
Kepler-889 b,non-habitable,0.354,0.063,0.3619,0.1524,0.0686,0.9389,1,2.2585,85
Kepler-895 b,non-habitable,0.0647,0.2086,0.5529,0.0292,0.1446,0.8494,1,1.9172,83
Kepler-897 b,non-habitable,0.175,0.1388,0.3845,0.2974,0.0043,0.1614,1,2.7199,95
Kepler-898 b,non-habitable,0.1788,0.0814,0.2977,0.3316,0.1104,0.8927,1,1.5105,85
Kepler-900 b,non-habitable,0.1688,0.0427,0.3562,0.4202,0.0121,0.8358,1,2.347,85
Kepler-901 b,non-habitable,0.2062,0.193,0.2493,0.313,0.0385,0.5316,1,1.4477,96
Kepler-903 b,non-habitable,0.2531,0.1218,0.244,0.3509,0.0302,0.6053,1,2.1229,87
