Name,Cls,r,d,t,v,e,Rho,Eta,CEESA,Iter
Kepler-1532 b,non-habitable,0.2782,0.1252,0.2742,0.2913,0.0311,0.476,1,2.0512,80
Kepler-1534 b,non-habitable,0.2121,0.0737,0.3692,0.2486,0.0965,0.7524,1,2.1305,82
Kepler-1537 b,non-habitable,0.1933,0.0843,0.4429,0.193,0.0866,0.4716,1,2.0515,89
Kepler-1540 b,mesoplanet,0.2263,0.2614,0.0906,0.3754,0.0464,0.3925,1,2.0862,88
Kepler-1541 b,non-habitable,0.0699,0.0925,0.365,0.4346,0.038,0.9585,1,1.6347,84
Kepler-1542 b,non-habitable,0.0203,0.3026,0.3993,0.1324,0.1454,0.6891,1,1.6516,89
Kepler-1542 c,non-habitable,0.2363,0.0478,0.5142,0.0427,0.159,0.7368,1,2.1694,91
Kepler-1542 d,non-habitable,0.2104,0.003,0.3517,0.3699,0.065,0.5435,1,1.437,102
Kepler-1542 e,non-habitable,0.0258,0.3326,0.59,0.008,0.0436,0.7839,1,2.327,87
Kepler-1544 b,mesoplanet,0.3374,0.0752,0.3558,0.2244,0.0072,0.9276,1,1.4733,98
Kepler-1547 b,non-habitable,0.1262,0.33,0.4771,0.0077,0.059,0.6086,1,3.4607,96
Kepler-1552 b,mesoplanet,0.1705,0.1009,0.2158,0.4965,0.0162,0.6223,1,2.3202,93
Kepler-1553 b,non-habitable,0.1832,0.2195,0.4076,0.1852,0.0045,0.8101,1,1.945,83
Kepler-1555 b,non-habitable,0.0363,0.4373,0.4014,0.084,0.041,0.4682,1,1.8058,83
Kepler-1556 b,non-habitable,0.1019,0.0963,0.3498,0.2451,0.2068,0.7784,1,1.7947,94
Kepler-1557 b,non-habitable,0.5092,0.0672,0.3187,0.092,0.0129,0.9984,1,2.4875,95
Kepler-1558 b,non-habitable,0.1465,0.3121,0.2742,0.1446,0.1226,0.9929,1,1.3801,93
Kepler-1559 b,non-habitable,0.303,0.0869,0.3102,0.2866,0.0133,0.8663,1,2.0515,91
Kepler-1560 b,non-habitable,0.236,0.1748,0.3212,0.2047,0.0633,0.6232,1,1.6731,84
Kepler-1561 b,non-habitable,0.2424,0.1648,0.5213,0.03,0.0415,0.5333,1,3.3298,97
Kepler-1563 b,non-habitable,0.1656,0.1531,0.3025,0.2843,0.0945,0.8418,1,1.6007,85
Kepler-1564 b,non-habitable,0.3507,0.093,0.2629,0.2918,0.0017,0.3279,1,1.6189,87
Kepler-1565 b,non-habitable,0.1174,0.4375,0.2949,0.0241,0.1261,0.975,1,1.8231,91
Kepler-1566 b,non-habitable,0.0249,0.3991,0.4366,0.0684,0.071,0.8243,1,3.0206,99
Kepler-1568 b,non-habitable,0.3055,0.0755,0.3165,0.2909,0.0117,0.9707,1,1.6806,80
Kepler-1569 b,non-habitable,0.062,0.2399,0.4461,0.2238,0.0282,0.8373,1,2.7046,87
Kepler-1570 b,non-habitable,0.0048,0.0267,0.4618,0.4351,0.0716,0.9334,1,1.4041,86
Kepler-1571 b,non-habitable,0.0376,0.349,0.354,0.157,0.1025,0.9336,1,2.502,96
Kepler-1572 b,non-habitable,0.3281,0.008,0.3359,0.232,0.096,0.9331,1,1.664,94
Kepler-1573 b,non-habitable,0.1028,0.0068,0.4639,0.4136,0.0129,0.4274,1,2.4166,96
Kepler-1574 b,non-habitable,0.0196,0.3521,0.3727,0.0319,0.2236,0.7667,1,1.5509,84
Kepler-1575 b,non-habitable,0.0187,0.0041,0.532,0.0872,0.3581,0.8991,1,2.406,84
Kepler-1576 b,non-habitable,0.2339,0.1034,0.3029,0.3181,0.0417,0.7955,1,1.6341,83
Kepler-1577 b,non-habitable,0.2914,0.2826,0.2963,0.0855,0.0443,0.6076,1,1.3728,93
Kepler-1578 b,non-habitable,0.1983,0.1449,0.3519,0.091,0.2139,0.8479,1,2.0564,95
Kepler-1579 b,non-habitable,0.2665,0.2781,0.2769,0.0989,0.0796,0.8979,1,1.7622,90
Kepler-1580 b,non-habitable,0.2911,0.3477,0.2055,0.1421,0.0137,0.1894,1,1.8068,88
Kepler-1581 b,non-habitable,0.0151,0.0507,0.4828,0.4084,0.043,0.6545,1,2.0134,92
Kepler-1582 b,non-habitable,0.4038,0.0565,0.3461,0.1904,0.0032,0.7455,1,1.4784,88
Kepler-1583 b,non-habitable,0.2015,0.0343,0.5062,0.0755,0.1825,0.8985,1,1.596,94
Kepler-1584 b,non-habitable,0.2864,0.1754,0.3766,0.1605,0.001,0.5009,1,1.9979,83
Kepler-1585 b,non-habitable,0.0548,0.2127,0.4844,0.1838,0.0642,0.9434,1,2.5993,89
Kepler-1586 b,non-habitable,0.22,0.0522,0.3193,0.328,0.0805,0.8974,1,2.0633,88
Kepler-1587 b,non-habitable,0.1485,0.0895,0.4399,0.2305,0.0916,0.5225,1,1.8278,87
Kepler-1588 b,non-habitable,0.358,0.0676,0.3788,0.0111,0.1846,0.8891,1,1.5094,83
Kepler-1589 b,non-habitable,0.1738,0.3326,0.3417,0.0472,0.1047,0.9376,1,2.9864,89
Kepler-1590 b,non-habitable,0.3287,0.0714,0.4446,0.1168,0.0385,0.2807,1,1.7572,90
Kepler-1591 b,non-habitable,0.1317,0.0678,0.4336,0.3359,0.031,0.5096,1,2.0018,84
Kepler-1592 b,non-habitable,0.3519,0.0598,0.2825,0.2297,0.0761,0.5814,1,2.1371,88
Kepler-1594 b,non-habitable,0.1503,0.0941,0.5147,0.2069,0.034,0.1882,1,2.0585,104
Kepler-1595 b,non-habitable,0.1114,0.0508,0.6829,0.0647,0.0903,0.376,1,2.0393,88
Kepler-1596 b,non-habitable,0.2896,0.1119,0.1249,0.3646,0.109,0.5794,1,1.5206,77
Kepler-1597 b,non-habitable,0.2858,0.0199,0.4931,0.0087,0.1924,0.8269,1,2.8688,91
Kepler-1598 b,non-habitable,0.049,0.0155,0.7569,0.0737,0.1049,0.7564,1,3.1452,98
Kepler-1599 b,non-habitable,0.4144,0.1427,0.2036,0.2231,0.0162,0.701,1,1.4763,87
Kepler-1601 b,non-habitable,0.1647,0.0249,0.4175,0.0596,0.3333,0.7999,1,2.0315,97
Kepler-1602 b,non-habitable,0.1875,0.0906,0.3687,0.0827,0.2705,0.8854,1,1.6832,81
Kepler-1603 b,non-habitable,0.0734,0.3961,0.3706,0.112,0.0479,0.8964,1,2.6903,90
Kepler-1604 b,non-habitable,0.0147,0.1465,0.4034,0.3854,0.0501,0.9334,1,2.9565,93
Kepler-1605 b,non-habitable,0.1985,0.2498,0.2602,0.2694,0.0221,0.6154,1,1.0368,77
Kepler-1606 b,thermoplanet,0.352,0.4553,0.0369,0.1529,0.0029,0.3715,1,1.703,94
Kepler-1607 b,non-habitable,0.0767,0.1737,0.4249,0.2749,0.0498,0.6365,1,1.6109,87
Kepler-1608 b,non-habitable,0.1046,0.1337,0.2387,0.3787,0.1443,0.9944,1,1.5175,84
Kepler-1609 b,non-habitable,0.3883,0.2281,0.0611,0.2897,0.0328,0.7141,1,2.0273,85
Kepler-1610 b,non-habitable,0.2045,0.2427,0.2959,0.245,0.012,0.9939,1,1.847,80
Kepler-1611 b,non-habitable,0.0874,0.3321,0.3509,0.1263,0.1033,0.9073,1,1.6262,87
Kepler-1612 b,non-habitable,0.0045,0.0523,0.454,0.2317,0.2575,0.9112,1,1.9738,88
Kepler-1613 b,non-habitable,0.2927,0.1309,0.3242,0.1631,0.089,0.9032,1,3.0862,86
Kepler-1614 b,non-habitable,0.275,0.0923,0.2929,0.2539,0.0859,0.9294,1,1.8452,85
Kepler-1615 b,non-habitable,0.4573,0.083,0.3335,0.0899,0.0363,0.8659,1,1.9083,90
Kepler-1616 b,non-habitable,0.4003,0.144,0.4007,0.0243,0.0306,0.8752,1,2.1571,91
Kepler-1617 b,non-habitable,0.1478,0.1678,0.3581,0.2902,0.0361,0.7909,1,1.5318,98
Kepler-1618 b,non-habitable,0.0362,0.0535,0.6462,0.2327,0.0314,0.52,1,3.2056,88
Kepler-1619 b,non-habitable,0.0709,0.1843,0.6694,0.0326,0.0427,0.5631,1,1.6573,87
Kepler-1620 b,non-habitable,0.1486,0.329,0.3274,0.1867,0.0081,0.6529,1,1.4502,88
Kepler-1621 b,non-habitable,0.2349,0.1139,0.2502,0.3816,0.0193,0.7186,1,2.0636,89
Kepler-1622 b,non-habitable,0.3992,0.0508,0.303,0.1789,0.0681,0.5414,1,1.848,87
Kepler-1623 b,non-habitable,0.243,0.083,0.4406,0.1503,0.0831,0.6401,1,2.1167,89
Kepler-1626 b,non-habitable,0.076,0.267,0.3692,0.2415,0.0463,0.508,1,2.8579,90
Kepler-1629 b,non-habitable,0.0223,0.3797,0.4405,0.0002,0.1573,0.7445,1,1.898,93
Kepler-1630 b,non-habitable,0.2999,0.1968,0.3523,0.1424,0.0086,0.9293,1,1.5419,93
Kepler-1631 b,non-habitable,0.0985,0.1594,0.4461,0.2284,0.0676,0.7419,1,2.1974,85
Kepler-1632 b,non-habitable,0.1699,0.0356,0.0249,0.6617,0.1079,0.4429,1,2.2566,97
Kepler-1633 b,non-habitable,0.3516,0.1405,0.2209,0.2798,0.0072,0.203,1,1.4368,98
Kepler-1637 b,non-habitable,0.1492,0.104,0.3734,0.2057,0.1676,0.9937,1,1.7237,91
Kepler-1638 b,mesoplanet,0.3087,0.2817,0.0293,0.2037,0.1766,0.756,1,1.2789,90
Kepler-1643 b,non-habitable,0.2265,0.0672,0.5073,0.1101,0.0889,0.5816,1,2.4809,90
Kepler-1644 b,non-habitable,0.1882,0.1877,0.3446,0.2522,0.0273,0.8086,1,1.8503,88
Kepler-1645 b,non-habitable,0.0496,0.2492,0.6236,0.0668,0.0107,0.9938,1,2.1763,88
Kepler-1646 b,non-habitable,0.1032,0.1811,0.276,0.4172,0.0224,0.3081,1,1.1476,88
KIC-5522786 b,thermoplanet,0.229,0.0731,0.2593,0.0182,0.4205,0.5319,1,9.5873,98
KOI-1843 b,non-habitable,0.1218,0.3867,0.3142,0.0987,0.0786,0.6526,1,2.141,96
KOI-2700 b,non-habitable,0.4422,0.0278,0.4577,0.0267,0.0456,0.3088,1,1.8759,86
KOI-4427 b,hypopsychroplanet,0.0717,0.1698,0.0436,0.5441,0.1707,0.795,1,1.6501,78
Lalande 21185 b,non-habitable,0.2091,0.059,0.3726,0.3137,0.0456,0.8744,1,1.4402,82
LHS 1140 b,psychroplanet,0.1771,0.1552,0.0978,0.1963,0.3737,0.9867,1,7.4347,100
MOA-2007-BLG-192-L b,non-habitable,0.3137,0.3146,0.0656,0.1598,0.1464,0.9634,1,1.0243,87
MOA-2010-BLG-328L b,non-habitable,0.3087,0.3222,0.0061,0.3036,0.0595,0.3451,1,1.4521,89
OGLE-2005-390L b,non-habitable,0.3394,0.0848,0.0935,0.367,0.1153,0.5793,1,1.2034,83
OGLE-2013-BLG-0341L b,non-habitable,0.3101,0.4156,0.0187,0.1855,0.0701,0.8561,1,0.971,76
OGLE-BLG-1195L b,non-habitable,0.2995,0.1881,0.1584,0.2778,0.0762,0.9381,1,0.8583,88
Proxima Cen b,psychroplanet,0.3523,0.3829,0.1026,0.0592,0.103,0.9356,1,0.8896,83
PSR 1257 12 b,non-habitable,0.3023,0.1115,0.4035,0.004,0.1788,0.7,1,1.1733,92
PSR 1257 12 c,non-habitable,0.1314,0.076,0.4899,0.1102,0.1925,0.928,1,1.8454,79
PSR 1257 12 d,non-habitable,0.2286,0.0195,0.4471,0.2094,0.0954,0.3825,1,1.8004,88
PSR 1719-14 b,non-habitable,0.0608,0.0726,0.2056,0.4854,0.1756,0.6418,1,7.2654,83
tau Cet b,non-habitable,0.0875,0.3421,0.0365,0.2248,0.3091,0.9647,1,3.6502,97
tau Cet c,non-habitable,0.1469,0.0008,0.3836,0.316,0.1526,0.3121,1,1.6238,84
tau Cet d,non-habitable,0.1045,0.2284,0.2141,0.0513,0.4017,0.8093,1,2.5419,85
tau Cet e,mesoplanet,0.2068,0.0106,0.1244,0.2457,0.4124,0.8155,1,2.0723,75
tau Cet f,non-habitable,0.1969,0.035,0.0203,0.3684,0.3794,0.4621,1,1.7815,80
TRAPPIST-1 b,non-habitable,0.1479,0.1466,0.3437,0.2685,0.0933,0.7669,1,0.9361,81
TRAPPIST-1 c,non-habitable,0.0384,0.0603,0.5751,0.3212,0.005,0.6017,1,1.168,86
TRAPPIST-1 d,mesoplanet,0.0233,0.0651,0.4753,0.3913,0.045,0.8301,1,0.8351,79
TRAPPIST-1 e,psychroplanet,0.1763,0.4639,0.2528,0.1028,0.0041,0.92,1,0.8562,81
TRAPPIST-1 f,psychroplanet,0.0882,0.1479,0.6414,0.1206,0.0019,0.3178,1,0.7787,79
TRAPPIST-1 g,hypopsychroplanet,0.0603,0.0856,0.3102,0.54,0.0039,0.8482,1,0.9673,86
TRAPPIST-1 h,non-habitable,0.2838,0.1756,0.3186,0.2173,0.0047,0.8397,1,0.7029,79
WASP-47 e,non-habitable,0.1257,0.0971,0.2731,0.4511,0.053,0.9087,1,3.3004,99
Wolf 1061 b,non-habitable,0.1284,0.0422,0.1577,0.1882,0.4834,0.4746,1,4.002,95
Wolf 1061 c,non-habitable,0.1916,0.0184,0.0233,0.325,0.4416,0.5666,1,3.3853,92
Wolf 1061 d,psychroplanet,0.1061,0.0482,0.1546,0.2396,0.4515,0.8977,1,8.7892,96
