Name,Cls,A,B,CDHSi,G,D,CDHSs,CDHS,Inn,Sur
Kepler-1547 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,61,65
Kepler-1552 b,mesoplanet,0.2467,0.7533,2.46,0.2211,0.7789,3.2,2.4674,68,63
Kepler-1553 b,non-habitable,0.7927,0.2073,1.15,0.6835,0.3165,1.1,1.1495,45,40
Kepler-1555 b,non-habitable,0.6191,0.3809,1.61,0.7637,0.2363,1.68,1.6107,59,59
Kepler-1556 b,non-habitable,0.1712,0.8288,1.96,0.1845,0.8155,2.2,1.9624,62,77
Kepler-1557 b,non-habitable,0.5433,0.4567,1.52,0.8986,0.1014,1.56,1.5204,53,63
Kepler-1558 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,70,75
Kepler-1559 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,65,78
Kepler-1560 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,69,64
Kepler-1561 b,non-habitable,0.0099,0.9901,1.09,0.1677,0.8323,1.03,1.0894,45,44
Kepler-1563 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,70,61
Kepler-1564 b,non-habitable,0.7962,0.2038,1.47,0.4447,0.5553,1.48,1.4701,52,50
Kepler-1565 b,non-habitable,0.1639,0.8361,1.19,0.7538,0.2462,1.14,1.1895,42,49
Kepler-1566 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,56,70
Kepler-1568 b,non-habitable,0.7519,0.2481,1.3,0.948,0.052,1.27,1.2997,58,56
Kepler-1569 b,non-habitable,0.3661,0.6339,1.68,0.6818,0.3182,1.77,1.6809,55,54
Kepler-1570 b,non-habitable,0.9241,0.0759,1.06,0.1885,0.4013,1.0,1.0594,33,0
Kepler-1571 b,non-habitable,0.8303,0.1697,1.52,0.5491,0.4509,1.56,1.5204,59,57
Kepler-1572 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,62,53
Kepler-1573 b,non-habitable,0.1772,0.8228,1.2,0.6171,0.3829,1.15,1.1995,53,43
Kepler-1574 b,non-habitable,0.4187,0.5813,1.29,0.9399,0.0601,1.26,1.2897,49,48
Kepler-1575 b,non-habitable,0.3121,0.6879,1.31,0.1143,0.8857,1.29,1.3098,54,45
Kepler-1576 b,non-habitable,0.3231,0.6769,1.04,0.0,0.0,1.0,1.0396,38,55
Kepler-1577 b,non-habitable,0.4214,0.5786,1.13,0.78,0.22,1.08,1.1295,25,48
Kepler-1578 b,non-habitable,0.918,0.082,1.04,0.0,0.0,1.0,1.0396,39,55
Kepler-1579 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,67,71
Kepler-1580 b,non-habitable,0.3922,0.6078,2.11,0.0516,0.9484,2.46,2.1135,55,61
Kepler-1581 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,63,66
Kepler-1582 b,non-habitable,0.4104,0.5896,1.49,0.8247,0.1753,1.51,1.4902,58,54
Kepler-1583 b,non-habitable,0.0,0.0,1.0,0.0,0.0155,0.9902,0.9999,68,73
Kepler-1584 b,non-habitable,0.835,0.165,1.61,0.2886,0.7114,1.68,1.6107,57,54
Kepler-1585 b,non-habitable,0.4945,0.5055,1.79,0.8464,0.1536,1.94,1.7915,54,58
Kepler-1586 b,non-habitable,0.3425,0.6575,1.52,0.7758,0.2242,1.56,1.5204,56,47
Kepler-1587 b,non-habitable,0.8666,0.1334,1.33,0.4552,0.5448,1.31,1.3298,55,59
Kepler-1588 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,63,57
Kepler-1589 b,non-habitable,0.7485,0.2515,1.09,0.4674,0.5326,1.03,1.0894,36,47
Kepler-1590 b,non-habitable,0.2285,0.7715,1.14,0.5762,0.4238,1.09,1.1395,46,55
Kepler-1591 b,non-habitable,0.2384,0.7616,1.27,0.5741,0.4259,1.23,1.2696,52,52
Kepler-1592 b,non-habitable,0.1943,0.8057,1.53,0.2509,0.7491,1.57,1.5304,55,52
Kepler-1594 b,non-habitable,0.9376,0.0624,1.06,0.4253,0.0956,1.0,1.0594,38,0
Kepler-1595 b,non-habitable,0.187,0.813,1.23,0.8507,0.1493,1.19,1.2296,50,52
Kepler-1596 b,non-habitable,0.4896,0.5104,1.9,0.0958,0.9042,2.11,1.9021,68,73
Kepler-1597 b,non-habitable,0.4762,0.5238,1.06,0.323,0.4564,1.0,1.0594,41,0
Kepler-1598 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,53,73
Kepler-1599 b,non-habitable,0.2616,0.7384,1.62,0.4448,0.5552,1.69,1.6207,57,58
Kepler-1601 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,57,73
Kepler-1602 b,non-habitable,0.1291,0.8709,1.34,0.1372,0.8628,1.33,1.3399,52,57
Kepler-1603 b,non-habitable,0.8626,0.1374,1.29,0.883,0.117,1.26,1.2897,62,52
Kepler-1604 b,non-habitable,0.4706,0.5294,1.41,0.3335,0.6665,1.41,1.41,60,55
Kepler-1605 b,non-habitable,0.3185,0.6815,1.08,0.2254,0.7745,1.01,1.0793,49,36
Kepler-1606 b,thermoplanet,0.1265,0.8735,2.07,0.3015,0.6985,2.39,2.0732,50,58
Kepler-1607 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,57,59
Kepler-1608 b,non-habitable,0.9423,0.0577,1.72,0.6826,0.3174,1.84,1.7212,49,57
Kepler-1609 b,non-habitable,0.4617,0.5383,2.22,0.5103,0.4897,2.67,2.2245,56,65
Kepler-1610 b,non-habitable,0.7353,0.2647,1.61,0.6891,0.3109,1.68,1.6107,66,31
Kepler-1611 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,65,60
Kepler-1612 b,non-habitable,0.6026,0.3974,1.03,0.0,0.0,1.0,1.0297,36,54
Kepler-1613 b,non-habitable,0.6775,0.3225,2.08,0.3734,0.6266,2.41,2.0833,51,55
Kepler-1614 b,non-habitable,0.1995,0.8005,1.49,0.618,0.382,1.51,1.4902,54,53
Kepler-1615 b,non-habitable,0.8693,0.1307,2.06,0.2707,0.7293,2.37,2.0631,49,56
Kepler-1616 b,non-habitable,0.8674,0.1326,1.02,0.0,0.0,1.0,1.0198,50,53
Kepler-1617 b,non-habitable,0.3506,0.6494,1.2,0.0179,0.9821,1.15,1.1995,45,45
Kepler-1618 b,non-habitable,0.6994,0.3006,1.25,0.142,0.858,1.22,1.2497,55,53
Kepler-1619 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,60,71
Kepler-1620 b,non-habitable,0.1123,0.8877,1.61,0.4891,0.5109,1.68,1.6107,59,45
Kepler-1621 b,non-habitable,0.1919,0.8081,2.16,0.2507,0.7493,2.56,2.164,49,57
Kepler-1622 b,non-habitable,0.5174,0.4826,1.47,0.9605,0.0395,1.48,1.4701,57,56
Kepler-1623 b,non-habitable,0.2218,0.7782,1.31,0.5746,0.4254,1.29,1.3098,51,39
Kepler-1626 b,non-habitable,0.083,0.917,2.02,0.2214,0.7786,2.3,2.0228,70,39
Kepler-1629 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,66,60
Kepler-1630 b,non-habitable,0.6937,0.3063,2.18,0.476,0.524,2.6,2.1842,55,66
Kepler-1631 b,non-habitable,0.2707,0.7293,1.34,0.8707,0.1293,1.33,1.3399,60,56
Kepler-1632 b,non-habitable,0.2144,0.7856,2.46,0.6499,0.3501,3.2,2.4674,61,64
Kepler-1633 b,non-habitable,0.0829,0.9171,1.58,0.5578,0.4422,1.63,1.5805,64,59
Kepler-1637 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,67,73
Kepler-1638 b,mesoplanet,0.8034,0.1966,1.87,0.5024,0.4976,2.06,1.8719,62,55
Kepler-1643 b,non-habitable,0.1586,0.8414,2.3,0.8982,0.1018,2.82,2.3052,56,59
Kepler-1644 b,non-habitable,0.8823,0.1177,1.88,0.1521,0.8479,2.08,1.882,57,63
Kepler-1645 b,non-habitable,0.5255,0.4745,1.78,0.4407,0.5593,1.92,1.7814,50,58
Kepler-1646 b,non-habitable,0.2433,0.7567,1.23,0.99,0.01,1.19,1.2296,58,52
KIC-5522786 b,thermoplanet,0.8856,0.1144,1.23,0.4632,0.5368,1.19,1.2296,48,59
KOI-1843 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,78,65
KOI-2700 b,non-habitable,0.5184,0.4816,1.06,0.0,0.0,1.0,1.0594,46,64
KOI-4427 b,hypopsychroplanet,0.1412,0.8588,1.84,0.2933,0.7067,2.01,1.8417,51,64
Lalande 21185 b,non-habitable,0.3842,0.6157,1.54,0.2183,0.7817,1.58,1.5404,55,65
LHS 1140 b,psychroplanet,0.2178,0.7822,1.43,0.7501,0.2499,2.15,1.4372,50,60
MOA-2007-BLG-192-L b,non-habitable,0.119,0.881,1.46,0.1182,0.8818,1.47,1.4601,60,51
MOA-2010-BLG-328L b,non-habitable,0.0113,0.9887,1.94,0.254,0.746,2.18,1.9424,62,62
OGLE-2005-390L b,non-habitable,0.4568,0.5432,1.69,0.6345,0.3655,1.79,1.691,51,66
OGLE-2013-BLG-0341L b,non-habitable,0.5505,0.4495,1.21,0.6315,0.3685,1.17,1.2096,45,47
OGLE-BLG-1195L b,non-habitable,0.4013,0.5987,1.16,0.2367,0.7633,1.11,1.1595,43,49
Proxima Cen b,psychroplanet,0.0454,0.9546,1.12,0.2163,0.7837,1.07,1.1195,57,53
PSR 1257 12 b,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,67,69
PSR 1257 12 c,non-habitable,0.1064,0.8936,1.57,0.6516,0.3484,1.62,1.5705,53,59
PSR 1257 12 d,non-habitable,0.2654,0.7346,1.54,0.3479,0.6521,1.58,1.5404,58,54
PSR 1719-14 b,non-habitable,0.2772,0.7228,4.48,0.034,0.966,8.42,4.5194,76,59
tau Cet b,non-habitable,0.3209,0.6791,1.28,0.2049,0.7951,1.25,1.2797,49,58
tau Cet c,non-habitable,0.8462,0.1538,1.45,0.9596,0.0404,1.46,1.4501,58,59
tau Cet d,non-habitable,0.1556,0.8444,1.5,0.3397,0.6603,1.53,1.5003,58,60
tau Cet e,mesoplanet,0.0371,0.9629,1.59,0.1623,0.8377,1.64,1.5905,54,54
tau Cet f,non-habitable,0.3709,0.6291,1.79,0.4352,0.5648,1.93,1.7914,50,69
TRAPPIST-1 b,non-habitable,0.1018,0.8982,1.09,0.0,0.0,1.0,1.0891,41,65
TRAPPIST-1 c,non-habitable,0.4716,0.5284,1.06,0.2277,0.7723,1.14,1.0608,44,57
TRAPPIST-1 d,mesoplanet,0.0,0.0,1.0,0.0,0.0,1.0,1.0,67,59
TRAPPIST-1 e,psychroplanet,0.0,0.0,1.0,0.0,0.0,1.0,1.0,55,57
TRAPPIST-1 f,psychroplanet,0.8898,0.1102,1.04,0.0,0.0,1.0,1.0396,38,64
TRAPPIST-1 g,hypopsychroplanet,0.8888,0.1112,1.13,0.9504,0.0496,1.09,1.1296,47,46
TRAPPIST-1 h,non-habitable,0.0,0.0,1.0,0.0,0.0,1.0,1.0,70,79
WASP-47 e,non-habitable,0.324,0.676,1.87,0.2853,0.7147,2.22,1.8735,69,65
Wolf 1061 b,non-habitable,0.285,0.715,1.14,0.0409,0.9591,1.09,1.1395,40,53
Wolf 1061 c,non-habitable,0.5,0.5,1.59,0.9361,0.0639,1.64,1.5905,47,58
Wolf 1061 d,psychroplanet,0.9344,0.0655,1.68,0.5522,0.4478,1.76,1.6808,49,53
